Event,Site_ID,Species,ShortName,Kingdom,DivisionPhylum,Count,Cell_biovol_u3,Cells_cm2,Biovolume_u3_cm2,Biovolume_mm3_m2
4,SPAV1,Cymatopleura solea,CTsolea,Plantae,Bacillariophyta,2,6098.21,6288.201125,38346770.99,383.4677099
4,SPAV1,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,8,3785.76,25152.8045,95222481.17,952.2248117
4,SPAV1,Cocconeis placentula var. lineata,CCplalin,Plantae,Bacillariophyta,47,2258,147772.7264,333670816.3,3336.708163
4,SPAV1,Encyonopsis leei,EYleei,Plantae,Bacillariophyta,10,48,31441.00563,1509168.27,15.0916827
4,SPAV1,Achnanthidium altergracillima,AHalterg,Plantae,Bacillariophyta,14,153,44017.40788,6734663.405,67.34663405
4,SPAV1,Encyonema silesiacum,ECsilesi,Plantae,Bacillariophyta,2,504.9,6288.201125,3174912.748,31.74912748
4,SPAV1,Achnanthidium minutissimum,AHminuti,Plantae,Bacillariophyta,16,54.5,50305.609,2741655.691,27.41655691
4,SPAV1,Achnantheiopsis lanceolata,AClanceo,Plantae,Bacillariophyta,2,138.16,6288.201125,868777.8675,8.687778675
4,SPAV1,Craticula buderi,KCbude,Plantae,Bacillariophyta,2,339.94,6288.201125,2137611.091,21.37611091
4,SPAV1,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,26,515.99,81746.61463,42180435.68,421.8043568
4,SPAV1,Gomphonema clavatum,GOclavat,Plantae,Bacillariophyta,2,789.95,6288.201125,4967364.479,49.67364479
4,SPAV1,Gomphonema angustatum,GOangstt,Plantae,Bacillariophyta,43,300.22,135196.3242,40588640.45,405.8864045
4,SPAV1,Meridion circulare,MDcircul,Plantae,Bacillariophyta,2,635.08,6288.201125,3993510.771,39.93510771
4,SPAV1,Geissleria acceptata,GEaccep,Plantae,Bacillariophyta,2,118.46,6288.201125,744900.3053,7.449003053
4,SPAV1,Gomphonema affine,GOaffine,Plantae,Bacillariophyta,2,1254.41,6288.201125,7887982.374,78.87982374
4,SPAV1,Navicula trivialis,NAtrivls,Plantae,Bacillariophyta,2,688,6288.201125,4326282.374,43.26282374
4,SPAV1,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,3,217.66,9432.301688,2053034.785,20.53034785
4,SPAV1,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,14,159.85,44017.40788,7036182.649,70.36182649
4,SPAV1,Eolimna minima,EOlmini,Plantae,Bacillariophyta,24,39.89,75458.41351,3010036.115,30.10036115
4,SPAV1,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,38,925.81,119475.8214,110611910.2,1106.119102
4,SPAV1,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,12,448.88,37729.20675,16935886.33,169.3588633
4,SPAV1,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,8,227.52,25152.8045,5722766.08,57.2276608
4,SPAV1,Gomphonema minutum,GOminutm,Plantae,Bacillariophyta,12,301.8,37729.20675,11386674.6,113.866746
5,SPAV1,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,13,188.15,85977.00349,16176573.21,161.7657321
5,SPAV1,Nitzschia fonticola,NIfontic,Plantae,Bacillariophyta,271,6.78,1792289.842,12151725.13,121.5172513
5,SPAV1,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,4,201.96,26454.46261,5342743.269,53.42743269
5,SPAV1,Rhoicosphenia abbreviata,ROabbre,Plantae,Bacillariophyta,2,509.89,13227.23131,6744432.971,67.44432971
5,SPAV1,Staurosira construens var. venter,SRconven,Plantae,Bacillariophyta,4,84.8,26454.46261,2243338.43,22.4333843
5,SPAV1,Ulnaria ulna,ULulna,Plantae,Bacillariophyta,6,6195.78,39681.69392,245859045.6,2458.590456
5,SPAV1,Nitzschia dissipata,NIdissip,Plantae,Bacillariophyta,6,257.73,39681.69392,10227162.97,102.2716297
5,SPAV1,Nitzschia linearis,NIlinear,Plantae,Bacillariophyta,5,3750,33068.07827,124005293.5,1240.052935
5,SPAV1,Cymbella mexicana var. kamtschatica,CMmexkam,Plantae,Bacillariophyta,1,8663,6613.615653,57293752.4,572.937524
5,SPAV1,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,10,3785.76,66136.15653,250375616,2503.75616
5,SPAV1,Cyclotella meneghiniana,CYmenegh,Plantae,Bacillariophyta,3,718.06,19840.84696,14246918.57,142.4691857
5,SPAV1,Amphora inariensis,AMinarie,Plantae,Bacillariophyta,1,98.17,6613.615653,649258.6487,6.492586487
5,SPAV1,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,22,515.99,145499.5444,75076309.9,750.763099
5,SPAV1,Cymbella turgidula,CMturgdl,Plantae,Bacillariophyta,3,868.51,19840.84696,17231973.99,172.3197399
5,SPAV1,Achnanthidium minutissimum,AHminuti,Plantae,Bacillariophyta,2,54.5,13227.23131,720884.1062,7.208841062
5,SPAV1,Encyonopsis leei,EYleei,Plantae,Bacillariophyta,1,48,6613.615653,317453.5514,3.174535514
5,SPAV1,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,30,587.23,198408.4696,116511405.6,1165.114056
5,SPAV1,Achnanthidium altergracillima,AHalterg,Plantae,Bacillariophyta,102,153,674588.7966,103212085.9,1032.120859
5,SPAV1,Cocconeis pediculus,CCpedcls,Plantae,Bacillariophyta,2,3113.7,13227.23131,41185630.12,411.8563012
5,SPAV1,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,17,136.99,112431.4661,15401986.54,154.0198654
5,SPAV1,Navicula reichardtiana,NAreichd,Plantae,Bacillariophyta,1,140.08,6613.615653,926435.2807,9.264352807
5,SPAV1,Melosira varians,MEvarian,Plantae,Bacillariophyta,8,5207.06,52908.92523,275499948.2,2754.999482
5,SPAV1,Meridion circulare,MDcircul,Plantae,Bacillariophyta,13,635.08,85977.00349,54602275.38,546.0227538
5,SPAV1,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,2,159.85,13227.23131,2114372.924,21.14372924
5,SPAV1,Navicula stankovici,NAstank,Plantae,Bacillariophyta,2,440,13227.23131,5819981.775,58.19981775
5,SPAV1,Gomphonema affine,GOaffine,Plantae,Bacillariophyta,2,1254.41,13227.23131,16592371.22,165.9237122
5,SPAV1,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,2,217.66,13227.23131,2879039.166,28.79039166
5,SPAV1,Gomphonema clavatum,GOclavat,Plantae,Bacillariophyta,2,789.95,13227.23131,10448851.37,104.4885137
5,SPAV1,Gomphonema angustatum,GOangstt,Plantae,Bacillariophyta,18,300.22,119045.0818,35739714.45,357.3971445
5,SPAV1,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,33,925.81,218249.3166,202057399.8,2020.573998
5,SPAV1,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,4,448.88,26454.46261,11874879.18,118.7487918
5,SPAV1,Gomphonema minutum,GOminutm,Plantae,Bacillariophyta,8,301.8,52908.92523,15967913.63,159.6791363
6,SPAV1,Surirella angusta,SUangust,Plantae,Bacillariophyta,2,1128.31,4060.180132,4581141.844,45.81141844
6,SPAV1,Nitzschia paleacea,NIpaleac,Plantae,Bacillariophyta,198,92.51,401957.833,37185119.13,371.8511913
6,SPAV1,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,2,188.15,4060.180132,763922.8918,7.639228918
6,SPAV1,Achnantheiopsis delicatula,ACdelica,Plantae,Bacillariophyta,3,208.32,6090.270197,1268725.088,12.68725088
6,SPAV1,Cyclotella meneghiniana,CYmenegh,Plantae,Bacillariophyta,2,718.06,4060.180132,2915452.945,29.15452945
6,SPAV1,Eolimna minima,EOlmini,Plantae,Bacillariophyta,16,39.89,32481.44105,1295684.684,12.95684684
6,SPAV1,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,13,515.99,26391.17086,13617580.25,136.1758025
6,SPAV1,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,247,136.99,501432.2463,68691203.41,686.9120341
6,SPAV1,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,8,3785.76,16240.72053,61483470.14,614.8347014
6,SPAV1,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,42,587.23,85263.78276,50069451.15,500.6945115
6,SPAV1,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,4,227.52,8120.360263,1847544.367,18.47544367
6,SPAV1,Gomphonema minutum,GOminutm,Plantae,Bacillariophyta,6,301.8,12180.54039,3676087.091,36.76087091
6,SPAV1,Gomphonema olivaceum,GOolivcm,Plantae,Bacillariophyta,4,243,8120.360263,1973247.544,19.73247544
6,SPAV1,Navicula reichardtiana,NAreichd,Plantae,Bacillariophyta,14,140.08,28421.26092,3981250.23,39.8125023
6,SPAV1,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,9,925.81,18270.81059,16915299.15,169.1529915
6,SPAV1,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,8,448.88,16240.72053,7290134.63,72.9013463
6,SPAV1,Navicula antonii,NAantoni,Plantae,Bacillariophyta,2,349.08,4060.180132,1417327.68,14.1732768
6,SPAV1,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,20,217.66,40601.80132,8837388.074,88.37388074
7,SPAV1,Nitzschia dissipata,NIdissip,Plantae,Bacillariophyta,4,257.73,3285.798534,846848.8561,8.468488561
7,SPAV1,Nitzschia palea,NIpalea,Plantae,Bacillariophyta,4,281.29,3285.798534,924262.2695,9.242622695
7,SPAV1,Nitzschia fonticola,NIfontic,Plantae,Bacillariophyta,21,6.78,17250.4423,116957.9988,1.169579988
7,SPAV1,Ulnaria ulna,ULulna,Plantae,Bacillariophyta,5,6195.78,4107.248167,25447606.05,254.4760605
7,SPAV1,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,2,201.96,1642.899267,331799.9359,3.317999359
7,SPAV1,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,10,188.15,8214.496334,1545557.485,15.45557485
7,SPAV1,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,1,3785.76,821.4496334,3109811.164,31.09811164
7,SPAV1,Achnantheiopsis lanceolata,AClanceo,Plantae,Bacillariophyta,7,138.16,5750.147434,794440.3695,7.944403695
7,SPAV1,Achnanthidium altergracillima,AHalterg,Plantae,Bacillariophyta,95,153,78037.71517,11939770.42,119.3977042
7,SPAV1,Achnantheiopsis lanceolata,AClanceo,Plantae,Bacillariophyta,3,138.16,2464.3489,340474.4441,3.404744441
7,SPAV1,Amphora pediculus,AMpedcls,Plantae,Bacillariophyta,6,98.17,4928.697801,483850.2631,4.838502631
7,SPAV1,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,89,136.99,73109.01737,10015204.29,100.1520429
7,SPAV1,Cocconeis placentula,CCplacen,Plantae,Bacillariophyta,216,94.5,177433.1208,16767429.92,167.6742992
7,SPAV1,Amphora inariensis,AMinarie,Plantae,Bacillariophyta,3,98.17,2464.3489,241925.1315,2.419251315
7,SPAV1,Encyonema silesiacum,ECsilesi,Plantae,Bacillariophyta,45,504.9,36965.2335,18663746.4,186.637464
7,SPAV1,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,55,515.99,45179.72984,23312288.8,233.122888
7,SPAV1,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,14,515.99,11500.29487,5934037.149,59.34037149
7,SPAV1,Achnantheiopsis delicatula,ACdelica,Plantae,Bacillariophyta,4,208.32,3285.798534,684497.5505,6.844975505
7,SPAV1,Cocconeis placentula,CCplacen,Plantae,Bacillariophyta,91,94.5,74751.91664,7064056.123,70.64056123
7,SPAV1,Encyonopsis leei,EYleei,Plantae,Bacillariophyta,2,48,1642.899267,78859.16481,0.788591648
7,SPAV1,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,118,136.99,96931.05674,13278585.46,132.7858546
7,SPAV1,Amphora montana,AMmontan,Plantae,Bacillariophyta,2,215.03,1642.899267,353272.6293,3.532726293
7,SPAV1,Achnanthidium minutissimum,AHminuti,Plantae,Bacillariophyta,6,54.5,4928.697801,268614.0301,2.686140301
7,SPAV1,Cocconeis pediculus,CCpedcls,Plantae,Bacillariophyta,1,3113.7,821.4496334,2557747.724,25.57747724
7,SPAV1,Navicula trivialis,NAtrivls,Plantae,Bacillariophyta,4,688,3285.798534,2260629.391,22.60629391
7,SPAV1,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,11,925.81,9035.945968,8365569.136,83.65569136
7,SPAV1,Gomphonema minutum,GOminutm,Plantae,Bacillariophyta,22,301.8,18071.89194,5454096.986,54.54096986
7,SPAV1,Melosira varians,MEvarian,Plantae,Bacillariophyta,2,5207.06,1642.899267,8554675.056,85.54675056
7,SPAV1,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,2,227.52,1642.899267,373792.4412,3.737924412
7,SPAV1,Navicula antonii,NAantoni,Plantae,Bacillariophyta,2,349.08,1642.899267,573503.2761,5.735032761
7,SPAV1,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,31,159.85,25464.93864,4070570.441,40.70570441
7,SPAV1,Fallacia tenera,FAtener2,Plantae,Bacillariophyta,4,188,3285.798534,617730.1243,6.177301243
7,SPAV1,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,148,217.66,121574.5457,26461915.63,264.6191563
8,SPAV1,Nitzschia palea,NIpalea,Plantae,Bacillariophyta,1,281.29,360.4285059,101384.9344,1.013849344
8,SPAV1,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,1,201.96,360.4285059,72792.14106,0.727921411
8,SPAV1,Nitzschia fonticola,NIfontic,Plantae,Bacillariophyta,3,6.78,1081.285518,7331.115811,0.073311158
8,SPAV1,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,20,188.15,7208.570119,1356292.468,13.56292468
8,SPAV1,Cymbella novazeelandiana,CMnovaze,Plantae,Bacillariophyta,1,868.51,360.4285059,313035.7617,3.130357617
8,SPAV1,Encyonopsis vandamii,EYvandam,Plantae,Bacillariophyta,2,136.99,720.8570119,98750.20206,0.987502021
8,SPAV1,Adlafia bryophila,ADbryoph,Plantae,Bacillariophyta,2,123,720.8570119,88665.41246,0.886654125
8,SPAV1,Achnanthidium minutissimum,AHminuti,Plantae,Bacillariophyta,6,54.5,2162.571036,117860.1214,1.178601214
8,SPAV1,Amphora pediculus,AMpedcls,Plantae,Bacillariophyta,2,98.17,720.8570119,70766.53286,0.707665329
8,SPAV1,Encyonopsis leei,EYleei,Plantae,Bacillariophyta,8,48,2883.428047,138404.5463,1.384045463
8,SPAV1,Cymbella tumida,CMtumida,Plantae,Bacillariophyta,1,2944.08,360.4285059,1061130.356,10.61130356
8,SPAV1,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,151,136.99,54424.7044,7455640.255,74.55640255
8,SPAV1,Encyonema silesiacum,ECsilesi,Plantae,Bacillariophyta,8,504.9,2883.428047,1455842.821,14.55842821
8,SPAV1,Cocconeis placentula,CCplacen,Plantae,Bacillariophyta,116,94.5,41809.70669,3951017.282,39.51017282
8,SPAV1,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,184,515.99,66318.84509,34219860.88,342.1986088
8,SPAV1,Cymbella turgidula,CMturgdl,Plantae,Bacillariophyta,6,868.51,2162.571036,1878214.57,18.7821457
8,SPAV1,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,8,925.81,2883.428047,2669506.521,26.69506521
8,SPAV1,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,28,159.85,10091.99817,1613205.907,16.13205907
8,SPAV1,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,2,227.52,720.8570119,164009.3873,1.640093873
8,SPAV1,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,14,448.88,5045.999083,2265048.068,22.65048068
8,SPAV1,Gomphonema affine,GOaffine,Plantae,Bacillariophyta,2,1254.41,720.8570119,904250.2443,9.042502443
8,SPAV1,Gomphonema clavatum,GOclavat,Plantae,Bacillariophyta,2,789.95,720.8570119,569440.9965,5.694409965
8,SPAV1,Melosira varians,MEvarian,Plantae,Bacillariophyta,2,5207.06,720.8570119,3753545.712,37.53545712
8,SPAV1,Gomphonema minutum,GOminutm,Plantae,Bacillariophyta,4,301.8,1441.714024,435109.2924,4.351092924
8,SPAV1,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,26,217.66,9371.141154,2039722.584,20.39722584
9,SPAV1,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,4,201.96,1139.582098,230150.0005,2.301500005
9,SPAV1,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,32,188.15,9116.656784,1715298.974,17.15298974
9,SPAV1,Rhoicosphenia abbreviata,ROabbre,Plantae,Bacillariophyta,2,509.89,569.791049,290530.758,2.90530758
9,SPAV1,Cymbella tumida,CMtumida,Plantae,Bacillariophyta,4,2944.08,1139.582098,3355020.863,33.55020863
9,SPAV1,Cymbella turgidula,CMturgdl,Plantae,Bacillariophyta,47,868.51,13390.08965,11629426.76,116.2942676
9,SPAV1,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,196,515.99,55839.5228,28812635.37,288.1263537
9,SPAV1,Amphora pediculus,AMpedcls,Plantae,Bacillariophyta,2,98.17,569.791049,55936.38728,0.559363873
9,SPAV1,Cymbella kolbei,CMkolbei,Plantae,Bacillariophyta,10,155,2848.955245,441588.063,4.41588063
9,SPAV1,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,146,587.23,41594.74658,24425683.03,244.2568303
9,SPAV1,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,54,136.99,15384.35832,2107503.247,21.07503247
9,SPAV1,Luticola goeppertiana,LUgoeppe,Plantae,Bacillariophyta,2,77,569.791049,43873.91077,0.438739108
9,SPAV1,Gomphonema clavatum,GOclavat,Plantae,Bacillariophyta,2,789.95,569.791049,450106.4392,4.501064392
9,SPAV1,Navicula antonii,NAantoni,Plantae,Bacillariophyta,2,349.08,569.791049,198902.6594,1.989026594
9,SPAV1,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,35,217.66,9971.343358,2170362.595,21.70362595
9,SPAV1,Gomphonema affine,GOaffine,Plantae,Bacillariophyta,4,1254.41,1139.582098,1429503.18,14.2950318
9,SPAV1,Gomphonema minutum,GOminutm,Plantae,Bacillariophyta,11,301.8,3133.85077,945796.1623,9.457961623
9,SPAV1,Gomphonema angustatum,GOangstt,Plantae,Bacillariophyta,6,300.22,1709.373147,513188.0062,5.131880062
9,SPAV1,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,37,159.85,10541.13441,1685000.335,16.85000335
9,SPAV1,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,4,448.88,1139.582098,511535.6122,5.115356122
11,SPAV1,Nitzschia fonticola,NIfontic,Plantae,Bacillariophyta,70,6.78,862256.6777,5846100.275,58.46100275
11,SPAV1,Nitzschia dissipata,NIdissip,Plantae,Bacillariophyta,20,257.73,246359.0508,63494118.16,634.9411816
11,SPAV1,Surirella angusta,SUangust,Plantae,Bacillariophyta,14,1128.31,172451.3355,194578566.4,1945.785664
11,SPAV1,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,4,188.15,49271.81016,9270491.081,92.70491081
11,SPAV1,Surirella brebissonii,SUbreb,Plantae,Bacillariophyta,2,1382,24635.90508,34046820.82,340.4682082
11,SPAV1,Nitzschia linearis,NIlinear,Plantae,Bacillariophyta,3,3750,36953.85762,138576966.1,1385.769661
11,SPAV1,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,4,587.23,49271.81016,28933885.08,289.3388508
11,SPAV1,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,15,515.99,184769.2881,95339104.96,953.3910496
11,SPAV1,Encyonema silesiacum,ECsilesi,Plantae,Bacillariophyta,2,504.9,24635.90508,12438668.47,124.3866847
11,SPAV1,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,10,3785.76,123179.5254,466328120,4663.2812
11,SPAV1,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,24,136.99,295630.8609,40498471.64,404.9847164
11,SPAV1,Achnantheiopsis lanceolata,AClanceo,Plantae,Bacillariophyta,26,138.16,320266.766,44248056.39,442.4805639
11,SPAV1,Encyonema minutum,ECminutu,Plantae,Bacillariophyta,3,13.5,36953.85762,498877.0778,4.988770778
11,SPAV1,Navicula antonii,NAantoni,Plantae,Bacillariophyta,2,349.08,24635.90508,8599901.745,85.99901745
11,SPAV1,Gomphonema clavatum,GOclavat,Plantae,Bacillariophyta,2,789.95,24635.90508,19461133.22,194.6113322
11,SPAV1,Geissleria acceptata,GEaccep,Plantae,Bacillariophyta,20,118.46,246359.0508,29183693.16,291.8369316
11,SPAV1,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,4,227.52,49271.81016,11210322.25,112.1032225
11,SPAV1,Gomphonema affine,GOaffine,Plantae,Bacillariophyta,14,1254.41,172451.3355,216324679.8,2163.246798
11,SPAV1,Gomphonema gracile,GOgracil,Plantae,Bacillariophyta,2,182,24635.90508,4483734.724,44.83734724
11,SPAV1,Melosira varians,MEvarian,Plantae,Bacillariophyta,1,5207.06,12317.95254,64140317.95,641.4031795
11,SPAV1,Meridion circulare,MDcircul,Plantae,Bacillariophyta,72,635.08,886892.5828,563247741.5,5632.477415
11,SPAV1,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,12,217.66,147815.4305,32173506.6,321.735066
11,SPAV1,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,4,925.81,49271.81016,45616334.56,456.1633456
11,SPAV1,Gomphonema angustatum,GOangstt,Plantae,Bacillariophyta,264,300.22,3251939.47,976297267.8,9762.972678
11,SPAV1,Fragilaria capucina,FRcapuci,Plantae,Bacillariophyta,6,98.07,73907.71523,7248129.633,72.48129633
12,SPAV1,Ulnaria ulna,ULulna,Plantae,Bacillariophyta,6,6195.78,47985.11035,297305187,2973.05187
12,SPAV1,Ulnaria acus,ULacus,Plantae,Bacillariophyta,2,1420.11,15995.03678,22714711.69,227.1471169
12,SPAV1,Nitzschia linearis,NIlinear,Plantae,Bacillariophyta,14,3750,111965.2575,419869715.6,4198.697156
12,SPAV1,Nitzschia dissipata,NIdissip,Plantae,Bacillariophyta,6,257.73,47985.11035,12367202.49,123.6720249
12,SPAV1,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,2,188.15,15995.03678,3009466.171,30.09466171
12,SPAV1,Nitzschia fonticola,NIfontic,Plantae,Bacillariophyta,182,6.78,1455548.347,9868617.795,98.68617795
12,SPAV1,Nitzschia palea,NIpalea,Plantae,Bacillariophyta,10,281.29,79975.18392,22496219.49,224.9621949
12,SPAV1,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,91,3785.76,727774.1737,2755178356,27551.78356
12,SPAV1,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,44,515.99,351890.8093,181572138.7,1815.721387
12,SPAV1,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,97,136.99,775759.284,106271264.3,1062.712643
12,SPAV1,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,10,587.23,79975.18392,46963827.25,469.6382725
12,SPAV1,Achnantheiopsis lanceolata,AClanceo,Plantae,Bacillariophyta,16,138.16,127960.2943,17678994.26,176.7899426
12,SPAV1,Cyclotella meneghiniana,CYmenegh,Plantae,Bacillariophyta,8,718.06,63980.14714,45941584.45,459.4158445
12,SPAV1,Encyonema silesiacum,ECsilesi,Plantae,Bacillariophyta,2,504.9,15995.03678,8075894.072,80.75894072
12,SPAV1,Achnantheiopsis frequentissima,ACfreq,Plantae,Bacillariophyta,4,171,31990.07357,5470302.58,54.7030258
12,SPAV1,Cymbella turgidula,CMturgdl,Plantae,Bacillariophyta,4,868.51,31990.07357,27783698.8,277.836988
12,SPAV1,Cocconeis pediculus,CCpedcls,Plantae,Bacillariophyta,2,3113.7,15995.03678,49803746.04,498.0374604
12,SPAV1,Navicula antonii,NAantoni,Plantae,Bacillariophyta,2,349.08,15995.03678,5583547.441,55.83547441
12,SPAV1,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,2,217.66,15995.03678,3481479.706,34.81479706
12,SPAV1,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,4,925.81,31990.07357,29616730.01,296.1673001
12,SPAV1,Eolimna minima,EOlmini,Plantae,Bacillariophyta,2,39.89,15995.03678,638042.0173,6.380420173
12,SPAV1,Navicula veneta,NAveneta,Plantae,Bacillariophyta,6,275,47985.11035,13195905.35,131.9590535
12,SPAV1,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,6,448.88,47985.11035,21539556.34,215.3955634
12,SPAV1,Gomphonema angustatum,GOangstt,Plantae,Bacillariophyta,32,300.22,255920.5885,76832479.09,768.3247909
12,SPAV1,Navicula reichardtiana,NAreichd,Plantae,Bacillariophyta,4,140.08,31990.07357,4481169.505,44.81169505
12,SPAV1,Fragilaria capucina,FRcapuci,Plantae,Bacillariophyta,2,98.07,15995.03678,1568633.257,15.68633257
12,SPAV1,Meridion circulare,MDcircul,Plantae,Bacillariophyta,14,635.08,111965.2575,71106895.73,711.0689573
12,SPAV1,Melosira varians,MEvarian,Plantae,Bacillariophyta,26,5207.06,207935.4782,1082732511,10827.32511
1,SPAV2,Staurosira construens,SRconstr,Plantae,Bacillariophyta,4,209.67,2953.107174,619177.9811,6.191779811
1,SPAV2,Ulnaria ulna,ULulna,Plantae,Bacillariophyta,5,6195.78,3691.383967,22871002.96,228.7100296
1,SPAV2,Nitzschia palea,NIpalea,Plantae,Bacillariophyta,3,281.29,2214.83038,623009.6377,6.230096377
1,SPAV2,Nitzschia capitellata,NIcapite,Plantae,Bacillariophyta,41,395.26,30269.34853,11964262.7,119.642627
1,SPAV2,Achnanthidium minutissimum,AHminuti,Plantae,Bacillariophyta,15,54.5,11074.1519,603541.2786,6.035412786
1,SPAV2,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,77,515.99,56847.3131,29332645.08,293.3264508
1,SPAV2,Encyonema semilanceolatum,ECsemlan,Plantae,Bacillariophyta,1,504.9,738.2767934,372755.953,3.72755953
1,SPAV2,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,263,136.99,194166.7967,26598909.48,265.9890948
1,SPAV2,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,105,587.23,77519.06331,45521519.55,455.2151955
1,SPAV2,Achnantheiopsis lanceolata,AClanceo,Plantae,Bacillariophyta,2,138.16,1476.553587,204000.6436,2.040006436
1,SPAV2,Eolimna minima,EOlmini,Plantae,Bacillariophyta,18,39.89,13288.98228,530097.5032,5.300975032
1,SPAV2,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,2,3785.76,1476.553587,5589877.507,55.89877507
1,SPAV2,Achnanthidium altergracillima,AHalterg,Plantae,Bacillariophyta,11,153,8121.044728,1242519.843,12.42519843
1,SPAV2,Gomphonema lagenula,GOlage,Plantae,Bacillariophyta,2,217.66,1476.553587,321386.6537,3.213866537
1,SPAV2,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,33,448.88,24363.13418,10936123.67,109.3612367
1,SPAV2,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,1,159.85,738.2767934,118013.5454,1.180135454
1,SPAV2,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,2,227.52,1476.553587,335945.4721,3.359454721
1,SPAV2,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,5,925.81,3691.383967,3417520.191,34.17520191
